influenced,influences,link,name
,,https://en.wikipedia.org/wiki/Charles_W._Mills,Charles W. Mills
,,https://en.wikipedia.org/wiki/Paul_Redding,Paul Redding
"Eastern Christianity,Western Christianity","Clement of Alexandria,Plotinus,Iamblichus,Proclus,Origen,Gregory of Nyssa,Basil of Caesarea",https://en.wikipedia.org/wiki/Pseudo-Dionysus,Pseudo-Dionysius the Areopagite
,,https://en.wikipedia.org/wiki/Jean_Dani%C3%A9lou,Jean Daniélou
,,https://en.wikipedia.org/wiki/Tiqqun,
,,https://en.wikipedia.org/wiki/Terry_Pinkard,Terry Pinkard
,,https://en.wikipedia.org/wiki/Bernard_of_Clairveaux,Bernard of Clairvaux
,,https://en.wikipedia.org/wiki/Andre_Breton,André Breton
,,https://en.wikipedia.org/wiki/May_1968_in_France,May 68
,,https://en.wikipedia.org/wiki/Eugen_Herrigel,Eugen Herrigel
,,https://en.wikipedia.org/wiki/Ken_Knabb,Ken Knabb
,,https://en.wikipedia.org/wiki/Punk_rock,Punk rock
,,https://en.wikipedia.org/wiki/Dada,Dada
,,https://en.wikipedia.org/wiki/David_O._Brink,David O. Brink
,,https://en.wikipedia.org/wiki/Comte_de_Lautr%C3%A9amont,Comte de Lautréamont
,,https://en.wikipedia.org/wiki/Isidore_Isou,Isidore Isou
,,https://en.wikipedia.org/wiki/Anton_Pannekoek,Antonie Pannekoek
Stathis Psillos,Ian Hacking,https://en.wikipedia.org/wiki/David_Papineau,David Papineau
,,https://en.wikipedia.org/wiki/Casimir_Lewy,Casimir Lewy
"Imre Lakatos,Paul Churchland,Deirdre McCloskey,Nancey Murphy,Ian Hacking,Michel Foucault,Thomas Kuhn,Laura Nader,Terence McKenna","John Stuart Mill,Gotthold Ephraim Lessing,Karl Popper,G. E. M. Anscombe,Ludwig Wittgenstein,Søren Kierkegaard,Gaston Bachelard,Alexandre Koyré,Felix Ehrenhaft",https://en.wikipedia.org/wiki/Paul_Feyerabend,Paul Feyerabend
Lucien Goldmann,"Karl Marx,Max Stirner",https://en.wikipedia.org/wiki/Max_Adler_(Marxist),Max Adler (Marxist)
"Berengar of Tours,School of Chartres,Honorius Augustodunensis,Hildegard of Bingen,Israel the Grammarian,Amaury of Bene,Alain de Lille,Peter Damian,Thomas Aquinas,Nicholas of Cusa,Georg Wilhelm Friedrich Hegel","Plato,Augustine of Hippo,Cappadocian Fathers,Origen,Pseudo-Dionysius,Maximus the Confessor,Anicius Manlius Severinus Boethius",https://en.wikipedia.org/wiki/Johannes_Scottus_Eriugena,John Scotus Eriugena
,Edmund Husserl,https://en.wikipedia.org/wiki/Adolf_Reinach,Adolf Reinach
"Manfred Frank,Lorenz Bruno Puntel (page does not exist),de:Lorenz Bruno Puntel,Panagiotis Kondylis,Richard Velkley","Immanuel Kant,Georg Wilhelm Friedrich Hegel,Johann Gottlieb Fichte,Hans-Georg Gadamer",https://en.wikipedia.org/wiki/Dieter_Henrich,Dieter Henrich
,,https://en.wikipedia.org/wiki/Wolfgang_Drechsler,Wolfgang Drechsler
,,https://en.wikipedia.org/wiki/Henry_VIII,Henry VIII of England
,,https://en.wikipedia.org/wiki/Babette_Babich,Babette Babich
,,https://en.wikipedia.org/wiki/Paul_Wolfowitz,Paul Wolfowitz
,,https://en.wikipedia.org/wiki/Liu_Xiaofeng_(academic),Liu Xiaofeng (academic)
,,https://en.wikipedia.org/wiki/Gan_Yang,Gan Yang
,"Kant,Rousseau,Heidegger,Leo Strauss,Richard Kennington,Gadamer,Dieter Henrich",https://en.wikipedia.org/wiki/Richard_Velkley,Richard Velkley
,,https://en.wikipedia.org/wiki/Michael_Zuckert,Michael Zuckert
,,https://en.wikipedia.org/wiki/Ernest_Fortin,Ernest Fortin
,,https://en.wikipedia.org/wiki/Clifford_Orwin,Clifford Orwin
,,https://en.wikipedia.org/wiki/Roger_Masters,Roger Masters
,,https://en.wikipedia.org/wiki/Catherine_Zuckert,Catherine Zuckert
,"Plato,Aristotle,Maimonides,Leo Strauss,Seth Benardete",https://en.wikipedia.org/wiki/Ronna_Burger,Ronna Burger
,"Aristotle,Friedrich Nietzsche,C. S. Lewis,Allan Bloom,Hegel,Samuel P. Huntington,Alexandre Kojève,Harvey Mansfield,Leo Strauss,Seymour Martin Lipset",https://en.wikipedia.org/wiki/Francis_Fukuyama,Francis Fukuyama
,,https://en.wikipedia.org/wiki/Laurence_Lampert,Laurence Lampert
,,https://en.wikipedia.org/wiki/Felix_Ehrenhaft,Felix Ehrenhaft
,,https://en.wikipedia.org/wiki/Ralph_Lerner,Ralph Lerner
,,https://en.wikipedia.org/wiki/Charles_Butterworth_(philosopher),Charles Butterworth (philosopher)
,,https://en.wikipedia.org/wiki/Nancey_Murphy,Nancey Murphy
,,https://en.wikipedia.org/wiki/Deirdre_McCloskey,Deirdre McCloskey
,"Dieter Henrich,Max Weber",https://en.wikipedia.org/wiki/Panagiotis_Kondylis,Panagiotis Kondylis
"Lorenz Bruno Puntel (page does not exist),de:Lorenz Bruno Puntel","Dieter Henrich,Friedrich Schleiermacher,Hans-Georg Gadamer",https://en.wikipedia.org/wiki/Manfred_Frank,Manfred Frank
,,https://en.wikipedia.org/wiki/Shlomo_Pines,Shlomo Pines
"Wendy Brown (political scientist),Chris Hedges,Cornel West","Theodor W. Adorno,Max Horkheimer,Hannah Arendt,John Dewey,Michel Foucault,Leo Strauss,Harvey C. Mansfield,Karl Marx,Friedrich Nietzsche,Michael Oakeshott,Karl Popper,John Rawls,Richard Rorty,Max Weber",https://en.wikipedia.org/wiki/Sheldon_Wolin,Sheldon Wolin
,,https://en.wikipedia.org/wiki/Terence_McKenna,Terence McKenna
,,https://en.wikipedia.org/wiki/Laura_Nader,Laura Nader
,,https://en.wikipedia.org/wiki/Thomas_Pangle,Thomas Pangle
,"Aristotle,Plato,Martin Heidegger,Leo Strauss,Maimonides,Al-Farabi,Thomas Aquinas",https://en.wikipedia.org/wiki/Remi_Brague,Rémi Brague
,,https://en.wikipedia.org/wiki/Steven_B._Smith_(professor),Steven B. Smith (professor)
,,https://en.wikipedia.org/wiki/Muhsin_Mahdi,Muhsin Mahdi
,,https://en.wikipedia.org/wiki/Abram_Shulsky,Abram Shulsky
,"Plato,Georg Wilhelm Friedrich Hegel,Friedrich Nietzsche,Leo Strauss,Alexandre Kojève",https://en.wikipedia.org/wiki/Stanley_Rosen,Stanley Rosen
"Laurence BonJour,Robert Brandom,John McDowell,Richard Posner,Jeffrey Stout,Gianni Vattimo,Cornel West,Michael Williams (philosopher)","Donald Davidson (philosopher),Jacques Derrida,John Dewey,Hubert Dreyfus,Michel Foucault,Martin Heidegger,Leo Strauss,William James,Thomas Kuhn,Jean-François Lyotard,Friedrich Nietzsche,Willard Van Orman Quine,Walter Rauschenbusch,John Rawls,Wilfrid Sellars,Ludwig Wittgenstein",https://en.wikipedia.org/wiki/Richard_Rorty,Richard Rorty
"Robert Brandom,John McDowell,Terry Pinkard,Paul Redding,Axel Honneth","G. W. F. Hegel,Immanuel Kant,Stanley Rosen,Bernard Williams,Herbert Marcuse,Wilfrid Sellars,John McDowell",https://en.wikipedia.org/wiki/Robert_Pippin,Robert B. Pippin
"Babette Babich,Wolfgang Drechsler,Jürgen Habermas,Dieter Henrich,Hans Robert Jauss,Reinhart Koselleck,Dennis J. Schmidt,Gianni Vattimo,John McDowell,Karl Jaspers,Leo Strauss","Friedrich Wilhelm Joseph Schelling,Plato,Aristotle,Augustine,Immanuel Kant,Georg Wilhelm Friedrich Hegel,Edmund Husserl,Martin Heidegger,Karl Jaspers,Leo Strauss",https://en.wikipedia.org/wiki/Gadamer,Hans-Georg Gadamer
,,https://en.wikipedia.org/wiki/Harvey_C._Mansfield,Harvey Mansfield
,,https://en.wikipedia.org/wiki/William_Galston,William Galston
"Wayne Booth,Eugene Gendlin,Bertrand Russell,Marshall McLuhan,Robert M. Pirsig,Paul Rabinow,Paul Ricœur","Aristotle,Quintilian,Cicero,John Dewey,Frederick James Eugene Woodbridge,Étienne Gilson",https://en.wikipedia.org/wiki/Richard_McKeon,Richard McKeon
,,https://en.wikipedia.org/wiki/Harry_V._Jaffa,Harry V. Jaffa
,,https://en.wikipedia.org/wiki/Pierre_Manent,Pierre Manent
,,https://en.wikipedia.org/wiki/Mark_Lilla,Mark Lilla
"Immanuel Kant,French Revolution,American Revolution,Maximilien Robespierre,Louis Antoine de Saint-Just,Counter-Enlightenment,Romanticism,David Hume,Thomas Paine,Adam Smith,Mary Wollstonecraft,G.W.F. Hegel,Pierre-Joseph Proudhon,Karl Marx,Friedrich Engels,Friedrich Nietzsche,Charles Darwin,Sigmund Freud,Jacques Derrida,Marquis de Sade,Leo Strauss,Maria Montessori,Johann Wolfgang von Goethe,Leo Tolstoy,John Dewey,Dimitri Kitsikis,Madame de Stael,Arthur Schopenhauer,Johann Gottlieb Fichte,John Rawls","Plato,Aristotle,Socrates,Niccolo Machiavelli,Thomas Hobbes,Baruch Spinoza,John Locke,Montesquieu,Denis Diderot,Voltaire,Jean le Rond d'Alembert,Louise d'Épinay",https://en.wikipedia.org/wiki/Rousseau,Jean-Jacques Rousseau
,,https://en.wikipedia.org/wiki/Joseph_Cropsey,Joseph Cropsey
,,https://en.wikipedia.org/wiki/Paul_Cantor,Paul Cantor
,"Plato,Aristotle,Leo Strauss",https://en.wikipedia.org/wiki/Seth_Benardete,Seth Benardete
,,https://en.wikipedia.org/wiki/Samuel_P._Huntington,Samuel P. Huntington
"Janet Ajzenstat,Francis Fukuyama,Thomas Pangle,Harvey C. Mansfield,Alan Keyes","Pre-Socratics,Socrates,Isocrates,Plato,Aristotle,Niccolò Machiavelli,Montaigne,William Shakespeare,Jean-Jacques Rousseau,Georg Wilhelm Friedrich Hegel,Friedrich Nietzsche,Martin Heidegger,Leo Strauss,Alexandre Kojève,Raymond Aron,Jean Racine",https://en.wikipedia.org/wiki/Allan_Bloom,Allan Bloom
,,https://en.wikipedia.org/wiki/Harvey_Mansfield,Harvey Mansfield
,,https://en.wikipedia.org/wiki/Seymour_Martin_Lipset,Seymour Martin Lipset
,,https://en.wikipedia.org/wiki/Walter_Berns,Walter Berns
,,https://en.wikipedia.org/wiki/Chris_Hedges,Chris Hedges
,"Karl Marx,Michel Foucault,Sigmund Freud,Friedrich Nietzsche,Frankfurt School,Sheldon Wolin",https://en.wikipedia.org/wiki/Wendy_Brown_(political_scientist),Wendy Brown (political theorist)
Richard Velkley,"Descartes,Heidegger,Husserl,Hans Jonas,Leo Strauss",https://en.wikipedia.org/wiki/Richard_Kennington,Richard Kennington
,,https://en.wikipedia.org/wiki/Peter_Berkowitz,Peter Berkowitz
"Walter Benjamin,Arendt,Leo Strauss,Borges,Umberto Eco,Derrida,Agamben,Harold Bloom,George Steiner,Moshe Idel","Nachmanides,Isaac the Blind,Rashbi,Moses de Leon,Isaac Luria,Moses ben Jacob Cordovero,Hasidic philosophy,Kafka,Hermann Cohen,Franz Rosenzweig,Ahad Ha'am,Martin Buber,Walter Benjamin,Arendt,Leo Strauss",https://en.wikipedia.org/wiki/Gershom_Scholem,Gershom Scholem
,"Richard Rorty,Ludwig Wittgenstein",https://en.wikipedia.org/wiki/Michael_Williams_(philosopher),Michael Williams (philosopher)
,,https://en.wikipedia.org/wiki/Eliezer_Paul_Kraus,Paul Kraus (Arabist)
,,https://en.wikipedia.org/wiki/Jeffrey_Stout,Jeffrey Stout
,,https://en.wikipedia.org/wiki/Richard_Posner,Richard Posner
,,https://en.wikipedia.org/wiki/Laurence_BonJour,Laurence BonJour
,,https://en.wikipedia.org/wiki/Walter_Rauschenbusch,Walter Rauschenbusch
"Philosophy of artificial intelligence,Patricia Benner,Taylor Carman,John Haugeland,Sean Dorrance Kelly,John Richardson (philosopher),Richard Rorty,John Searle,Charles Taylor (philosopher),Iain Thomson,Mark Wrathall","Martin Heidegger,Maurice Merleau-Ponty,Michel Foucault,Dagfinn Føllesdal,Ludwig Wittgenstein",https://en.wikipedia.org/wiki/Hubert_Dreyfus,Hubert Dreyfus
,,https://en.wikipedia.org/wiki/Paul_Rabinow,Paul Rabinow
,,https://en.wikipedia.org/wiki/Robert_M._Pirsig,Robert M. Pirsig
,,https://en.wikipedia.org/wiki/Eugene_Gendlin,Eugene Gendlin
,,https://en.wikipedia.org/wiki/Wayne_Booth,Wayne C. Booth
,,https://en.wikipedia.org/wiki/Max_Weber,Max Weber
,,https://en.wikipedia.org/wiki/Frederick_James_Eugene_Woodbridge,Frederick James Eugene Woodbridge
,,https://en.wikipedia.org/wiki/Pre-Socratics,Pre-Socratic philosophy
"Martin Buber,Nahum Norbert Glatzer,Emmanuel Levinas,Eric Santner,Leo Strauss,Emil Ludwig Fackenheim,Jacques Derrida","Martin Buber,Hermann Cohen,Georg Wilhelm Friedrich Hegel,Søren Kierkegaard,Eugen Rosenstock-Huessy",https://en.wikipedia.org/wiki/Franz_Rosenzweig,Franz Rosenzweig
,,https://en.wikipedia.org/wiki/Quintilian,Quintilian
,,https://en.wikipedia.org/wiki/Jacob_Klein_(philosopher),Jacob Klein (philosopher)
,,https://en.wikipedia.org/wiki/Isocrates,Isocrates
,,https://en.wikipedia.org/wiki/Alan_Keyes,Alan Keyes
,,https://en.wikipedia.org/wiki/Ahad_Ha%27am,Ahad Ha'am
,,https://en.wikipedia.org/wiki/Hasidic_philosophy,Hasidic philosophy
,,https://en.wikipedia.org/wiki/Moses_ben_Jacob_Cordovero,Moses ben Jacob Cordovero
,,https://en.wikipedia.org/wiki/Isaac_Luria,Isaac Luria
,,https://en.wikipedia.org/wiki/Moses_de_Leon,Moses de León
"Max Weber,John Stuart Mill,Friedrich Hayek,Camillo Benso, Count of Cavour,Emmanuel Todd,Raymond Aron,Juan Bautista Alberdi,Pierre Manent,Harvey Mansfield,Claude Lefort","Montesquieu,Voltaire,Jean-Jacques Rousseau,Guillaume-Chrétien de Lamoignon de Malesherbes,Blaise Pascal,Aristotle",https://en.wikipedia.org/wiki/Alexis_de_Tocqueville,Alexis de Tocqueville
,,https://en.wikipedia.org/wiki/Moshe_Idel,Moshe Idel
,,https://en.wikipedia.org/wiki/Kafka,Franz Kafka
,,https://en.wikipedia.org/wiki/George_Steiner,George Steiner
,,https://en.wikipedia.org/wiki/Mark_Wrathall,Mark Wrathall
,"Hubert Dreyfus,Martin Heidegger",https://en.wikipedia.org/wiki/Iain_Thomson,Iain Thomson
,Hubert Dreyfus,https://en.wikipedia.org/wiki/John_Richardson_(philosopher),John Richardson (philosopher)
,,https://en.wikipedia.org/wiki/Taylor_Carman,Taylor Carman
,"Hans Sluga,Hubert Dreyfus",https://en.wikipedia.org/wiki/John_Haugeland,John Haugeland
,,https://en.wikipedia.org/wiki/Nahum_Norbert_Glatzer,Nahum Norbert Glatzer
,,https://en.wikipedia.org/wiki/Eugen_Rosenstock-Huessy,Eugen Rosenstock-Huessy
,,https://en.wikipedia.org/wiki/Patricia_Benner,Patricia Benner
,,https://en.wikipedia.org/wiki/Dagfinn_F%C3%B8llesdal,Dagfinn Føllesdal
,,https://en.wikipedia.org/wiki/Eric_Santner,Eric Santner
"Douglas John Hall,James Doull","Immanuel Kant,Georg Wilhelm Friedrich Hegel,Friedrich Wilhelm Joseph Schelling,Franz Rosenzweig,Baruch Spinoza,Martin Heidegger,Leo Strauss",https://en.wikipedia.org/wiki/Emil_Ludwig_Fackenheim,Emil Fackenheim
,"Thomas Aquinas,Charles Sanders Peirce,James Joyce,Jorge Luis Borges,Immanuel Kant,Arthur Conan Doyle",https://en.wikipedia.org/wiki/Umberto_Eco,Umberto Eco
,,https://en.wikipedia.org/wiki/Borges,Jorge Luis Borges
"Jean-Luc Nancy,Gayatri Chakravorty Spivak,Paul de Man,Philippe Lacoue-Labarthe,Maebh Long,Geoffrey Hartman,John D. Caputo,James KA Smith,Judith Butler,Catherine Malabou,Bernard Stiegler,Béatrice Galinon-Mélénec,Peter Rollins,Richard Rorty","Plato,James Joyce,Friedrich Nietzsche,Ferdinand de Saussure,Martin Heidegger,Walter Benjamin,Emmanuel Levinas,Sigmund Freud,Edmund Husserl,Jean-Jacques Rousseau,Karl Marx,Claude Lévi-Strauss,Maurice Blanchot,Søren Kierkegaard,Georg Wilhelm Friedrich Hegel,Jean Genet,Franz Kafka",https://en.wikipedia.org/wiki/Derrida,Jacques Derrida
,,https://en.wikipedia.org/wiki/Rashbi,Shimon bar Yochai
,,https://en.wikipedia.org/wiki/Isaac_the_Blind,Isaac the Blind
,,https://en.wikipedia.org/wiki/Nachmanides,Nachmanides
,,https://en.wikipedia.org/wiki/Janet_Ajzenstat,Janet Ajzenstat
"Argentine Constitution of 1853,1837 generation,Generation of '80,Antonio Bermejo,Joaquín V. González,Javier Milei,José Luis Espert,Gloria Álvarez,Juan B. Justo,Mario Bunge,Ricardo López Murphy,Victoria Ocampo,José Ignacio García Hamilton,Juan José Sebreli,Álvaro Alsogaray,Carlos Rodríguez Braun,Ramón Rosa,Mariano Grondona,Carlos Alfredo Rodríguez","The Federalist Papers,Constitution of California,1837 generation,Jean-Baptiste Say,Frederic Bastiat,Alexis de Tocqueville,Benjamin Constant,Pierre Leroux,Roger Bacon,John Locke,Jeremy Bentham,Adam Smith,Constantin François de Chassebœuf, comte de Volney,Baron d'Holbach,Rousseau,Claude Adrien Helvétius,Pierre Jean Georges Cabanis,Georges-Louis Leclerc, Comte de Buffon,Blaise Pascal,Jean de La Bruyère,Montesquieu,Giambattista Vico,Victor Cousin,François Guizot,Henri de Saint-Simon,Alphonse de Lamartine,Antoine Destutt de Tracy,Victor Hugo,Alexandre Dumas,Paul Louis Courier,François-René de Chateaubriand,Germaine de Staël,Hugues Felicité Robert de Lamennais,Kant,Philippe-Antoine Merlin de Douai,Robert Joseph Pothier,Jean-Marie Pardessus,Raymond-Theodore Troplong,Francisco de Paula Martínez de la Rosa y Berdejo,Juan Donoso Cortés,Mariano José de Larra,Antonio de Capmany y Montpalau",https://en.wikipedia.org/wiki/Juan_Bautista_Alberdi,Juan Bautista Alberdi
,,https://en.wikipedia.org/wiki/Emmanuel_Todd,Emmanuel Todd
,,https://en.wikipedia.org/wiki/Jean_Racine,Jean Racine
,,https://en.wikipedia.org/wiki/Guillaume-Chr%C3%A9tien_de_Lamoignon_de_Malesherbes,Guillaume-Chrétien de Lamoignon de Malesherbes
,,https://en.wikipedia.org/wiki/Gotthold_Ephraim_Lessing,Gotthold Ephraim Lessing
,,https://en.wikipedia.org/wiki/Philosophy_of_artificial_intelligence,Philosophy of artificial intelligence
,,"https://en.wikipedia.org/wiki/Camillo_Benso,_Count_of_Cavour","Camillo Benso, Count of Cavour"
,,https://en.wikipedia.org/wiki/Hans_Sluga,Hans Sluga
,,https://en.wikipedia.org/wiki/Moses_Mendelssohn,Moses Mendelssohn
,Edmund Gettier,https://en.wikipedia.org/wiki/Colin_McGinn,Colin McGinn
,,https://en.wikipedia.org/wiki/Yannis_Stavrakakis,Yannis Stavrakakis
,"A. J. Ayer,Stuart Hampshire,Bernard Williams,P. F. Strawson,Richard Wollheim",https://en.wikipedia.org/wiki/Ted_Honderich,Ted Honderich
,,https://en.wikipedia.org/wiki/James_Doull,James Doull
,,https://en.wikipedia.org/wiki/Douglas_John_Hall,Douglas John Hall
,,https://en.wikipedia.org/wiki/Eric_Hobsbawm,Eric Hobsbawm
,,https://en.wikipedia.org/wiki/Arthur_Conan_Doyle,Arthur Conan Doyle
,,https://en.wikipedia.org/wiki/Wilbur_Marshall_Urban,Wilbur Marshall Urban
,,https://en.wikipedia.org/wiki/B%C3%A9atrice_Galinon-M%C3%A9l%C3%A9nec,Béatrice Galinon-Mélénec
,"Jacques Derrida,Michel Foucault,G.W.F. Hegel,Martin Heidegger,Immanuel Kant,Jean-Luc Marion,Luce Irigaray,Antonio Damasio",https://en.wikipedia.org/wiki/Catherine_Malabou,Catherine Malabou
,,https://en.wikipedia.org/wiki/Javier_Milei,Javier Milei
,,https://en.wikipedia.org/wiki/Joaqu%C3%ADn_V._Gonz%C3%A1lez,Joaquín V. González
,,https://en.wikipedia.org/wiki/Antonio_Bermejo,Antonio Bermejo
,,https://en.wikipedia.org/wiki/Johann_Wolfgang_von_Goethe,Johann Wolfgang von Goethe
,,https://en.wikipedia.org/wiki/Generation_of_%2780,Generation of '80
"Robert Nozick,Colin McGinn",Roderick Chisholm,https://en.wikipedia.org/wiki/Edmund_Gettier,Edmund Gettier
,,https://en.wikipedia.org/wiki/Carlos_Alfredo_Rodr%C3%ADguez,Carlos Alfredo Rodríguez
,,https://en.wikipedia.org/wiki/Ram%C3%B3n_Rosa,Ramón Rosa
,,https://en.wikipedia.org/wiki/%C3%81lvaro_Alsogaray,Álvaro Alsogaray
,,https://en.wikipedia.org/wiki/Mariano_Grondona,Mariano Grondona
,,https://en.wikipedia.org/wiki/Richard_Wollheim,Richard Wollheim
,,https://en.wikipedia.org/wiki/Carlos_Rodr%C3%ADguez_Braun,Carlos Rodríguez Braun
,"Immanuel Kant,Georg W. F. Hegel,Alexandre Kojève,Karl Marx,Jean-Paul Sartre,Carl Schmitt,Tran Duc Thao,Max Weber,Mario Bunge,Juan Bautista Alberdi,Domingo Faustino Sarmiento",https://en.wikipedia.org/wiki/Juan_Jos%C3%A9_Sebreli,Juan José Sebreli
,,https://en.wikipedia.org/wiki/Jos%C3%A9_Ignacio_Garc%C3%ADa_Hamilton,José Ignacio García Hamilton
,,https://en.wikipedia.org/wiki/Victoria_Ocampo,Victoria Ocampo
,,https://en.wikipedia.org/wiki/Ricardo_L%C3%B3pez_Murphy,Ricardo López Murphy
,,https://en.wikipedia.org/wiki/Juan_B._Justo,Juan B. Justo
,,https://en.wikipedia.org/wiki/Gloria_%C3%81lvarez,Gloria Álvarez
,,https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_Espert,José Luis Espert
,,https://en.wikipedia.org/wiki/Argentine_Constitution_of_1853,Argentine Constitution of 1853
,,https://en.wikipedia.org/wiki/Antonio_de_Capmany_y_Montpalau,Antonio de Capmany y Montpalau
,,https://en.wikipedia.org/wiki/Mariano_Jos%C3%A9_de_Larra,Mariano José de Larra
,,https://en.wikipedia.org/wiki/Francisco_de_Paula_Mart%C3%ADnez_de_la_Rosa_y_Berdejo,Francisco de Paula Martínez de la Rosa y Berdejo
,,https://en.wikipedia.org/wiki/Jean-Marie_Pardessus,Jean-Marie Pardessus
,,https://en.wikipedia.org/wiki/Robert_Joseph_Pothier,Robert Joseph Pothier
,,https://en.wikipedia.org/wiki/Philippe-Antoine_Merlin_de_Douai,Philippe-Antoine Merlin de Douai
,,https://en.wikipedia.org/wiki/Raymond-Theodore_Troplong,Raymond-Theodore Troplong
,,https://en.wikipedia.org/wiki/Hugues_Felicit%C3%A9_Robert_de_Lamennais,Hugues Felicité Robert de Lamennais
,,https://en.wikipedia.org/wiki/Antonio_Damasio,Antonio Damasio
,,https://en.wikipedia.org/wiki/Alphonse_de_Lamartine,Alphonse de Lamartine
,,https://en.wikipedia.org/wiki/Paul_Louis_Courier,Paul Louis Courier
,,https://en.wikipedia.org/wiki/Antoine_Destutt_de_Tracy,Antoine Destutt de Tracy
,,https://en.wikipedia.org/wiki/Alexandre_Dumas,Alexandre Dumas
,,https://en.wikipedia.org/wiki/Germaine_de_Sta%C3%ABl,Germaine de Staël
,,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Guizot,François Guizot
,,https://en.wikipedia.org/wiki/Domingo_Faustino_Sarmiento,Domingo Faustino Sarmiento
,,https://en.wikipedia.org/wiki/Tran_Duc_Thao,Tran Duc Thao
,,https://en.wikipedia.org/wiki/Jean_de_La_Bruy%C3%A8re,Jean de La Bruyère
,,"https://en.wikipedia.org/wiki/Georges-Louis_Leclerc,_Comte_de_Buffon","Georges-Louis Leclerc, Comte de Buffon"
,,https://en.wikipedia.org/wiki/Pierre_Jean_Georges_Cabanis,Pierre Jean Georges Cabanis
"Cesare, Marquis of Beccaria,Jeremy Bentham,Friedrich Nietzsche,Sigmund Freud,Charles Darwin,Karl Marx,Georgi Plekhanov","John Locke,Étienne Bonnot de Condillac",https://en.wikipedia.org/wiki/Claude_Adrien_Helv%C3%A9tius,Claude Adrien Helvétius
,,"https://en.wikipedia.org/wiki/Constantin_Fran%C3%A7ois_de_Chasseb%C5%93uf,_comte_de_Volney","Constantin François de Chassebœuf, comte de Volney"
,,https://en.wikipedia.org/wiki/Pierre_Leroux,Pierre Leroux
,,https://en.wikipedia.org/wiki/1837_generation,1837 generation
,,https://en.wikipedia.org/wiki/Benjamin_Constant,Benjamin Constant
